Longitud de onda (nm),Intensidad
194.50391,1384.426875
194.76986521677784,1447.91390625
195.0358068653064,1388.5228125
195.30173494287823,1900.515
195.5676494467858,1916.89875
195.83355037432162,1869.79546875
196.09943772277825,1882.08328125
196.36531148944815,1779.68484375
196.63117167162386,1894.37109375
196.89701826659797,1714.14984375
197.1628512716629,1839.0759375
197.42867068411124,2011.1053125
197.69447650123544,1832.93203125
197.9602687203281,1779.68484375
198.22604733868164,1765.3490625
198.49181235358864,1886.17921875
198.7575637623416,1875.939375
199.02330156223303,1734.62953125
199.28902575055548,1830.8840625
199.55473632460144,1775.58890625
199.8204332816634,1968.09796875
200.086116619034,1771.49296875
200.3517863340056,1855.4596875
200.6174424238708,1677.28640625
200.88308488592207,1834.98
201.148713717452,1800.16453125
201.4143289157531,1765.3490625
201.67993047811783,1830.8840625
201.9455184018387,1896.4190625
202.2110926842083,1734.62953125
202.4766533225191,1798.1165625
202.74220031406364,1812.45234375
203.0077336561344,1802.2125
203.27325334602395,1789.9246875
203.53875938102473,1796.06859375
203.8042517584294,1912.8028125
204.0697304755303,1736.6775
204.33519552962008,1818.59625
204.60064691799116,1873.89140625
204.86608463793613,1746.91734375
205.1315086867475,1730.53359375
205.3969190617178,1746.91734375
205.66231576013945,1957.858125
205.92769877930508,1802.2125
206.19306811650716,1826.788125
206.45842376903823,1927.13859375
206.72376573419078,1871.8434375
206.98909400925734,1843.171875
207.25440859153042,1759.20515625
207.51970947830253,1742.82140625
207.78499666686625,1751.01328125
208.050270154514,1785.82875
208.31552993853836,1943.52234375
208.58077601623185,1869.79546875
208.84600838488697,1947.61828125
209.1112270417962,1900.515
209.37643198425212,1861.60359375
209.64162320954725,1951.71421875
209.90680071497405,1906.65890625
210.1719644978251,1873.89140625
210.43711455539287,1863.6515625
210.70225088496989,1869.79546875
210.9673734838487,1882.08328125
211.2324823493218,1785.82875
211.49757747868168,1896.4190625
211.7626588692209,1796.06859375
212.02772651823196,1877.98734375
212.29278042300737,1765.3490625
212.5578205808397,1927.13859375
212.82284698902137,1755.10921875
213.08785964484494,1791.97265625
213.352858545603,1816.54828125
213.617843688588,1804.26046875
213.88281507109247,1742.82140625
214.14777269040889,1890.27515625
214.41271654382984,1916.89875
214.6776466286478,1845.21984375
214.94256294215526,1703.91
215.20746548164482,1884.13125
215.47235424440893,1800.16453125
215.73722922774016,1824.74015625
216.00209042893098,1886.17921875
216.2669378452739,1877.98734375
216.5317714740615,1843.171875
216.79659131258623,1789.9246875
217.06139735814062,1839.0759375
217.32618960801724,1824.74015625
217.59096805950855,1818.59625
217.85573270990707,1808.35640625
218.1204835565054,1961.9540625
218.38522059659596,1986.5296875
218.6499438274713,1703.91
218.91465324642394,2002.9134375
219.1793488507464,1724.3896875
219.4440306377312,1830.8840625
219.70869860467084,1851.36375
219.97335274885788,2011.1053125
220.23799306758477,1843.171875
220.5026195581441,1746.91734375
220.76723221782834,1738.72546875
221.03183104392997,1849.31578125
221.2964160337416,1789.9246875
221.56098718455573,1857.50765625
221.8255444936648,1787.87671875
222.09008795836144,1912.8028125
222.35461757593808,1828.83609375
222.61913334368725,1806.3084375
222.8836352589015,1859.555625
223.14812331887336,1857.50765625
223.41259752089528,1849.31578125
223.6770578622598,1837.02796875
223.9415043402595,1863.6515625
224.20593695218685,1923.04265625
224.47035569533432,1923.04265625
224.73476056699454,1832.93203125
224.9991515644599,1652.71078125
225.26352868502303,1845.21984375
225.5278919259764,1966.05
225.79224128461246,1894.37109375
226.05657675822385,1849.31578125
226.32089834410303,1839.0759375
226.5852060395425,1693.67015625
226.84949984183484,1953.7621875
227.1137797482725,1939.42640625
227.378045756148,1841.12390625
227.6422978627539,1701.86203125
227.9065360653827,1873.89140625
228.17076036132693,1851.36375
228.43497074787905,1974.241875
228.69916722233165,1757.1571875
228.9633497819772,1882.08328125
229.2275184241082,1701.86203125
229.4916731460173,1777.636875
229.75581394499685,1902.56296875
230.01994081833948,1861.60359375
230.28405376333765,1773.5409375
230.54815277728386,1904.6109375
230.8122378574707,1810.404375
231.07630900119065,1732.5815625
231.3403662057362,1830.8840625
231.60440946839992,1828.83609375
231.86843878647426,1742.82140625
232.13245415725183,1796.06859375
232.39645557802507,1820.64421875
232.66044304608653,1929.1865625
232.92441655872872,1822.6921875
233.18837611324415,1828.83609375
233.45232170692535,1945.5703125
233.71625333706484,1789.9246875
233.98017100095512,1875.939375
234.24407469588874,1748.9653125
234.50796441915818,1845.21984375
234.77184016805597,1773.5409375
235.03570193987463,1742.82140625
235.29954973190672,1890.27515625
235.5633835414447,1957.858125
235.8272033657811,1814.5003125
236.09100920220843,1789.9246875
236.35480104801923,1880.0353125
236.61857890050598,1755.10921875
236.88234275696126,1748.9653125
237.14609261467754,1722.34171875
237.40982847094736,1759.20515625
237.67355032306324,1830.8840625
237.93725816831764,1771.49296875
238.20095200400314,1888.2271875
238.46463182741226,1818.59625
238.7282976358375,1888.2271875
238.99194942657138,1798.1165625
239.2555871969064,1624.03921875
239.5192109441351,1802.2125
239.78282066554993,1875.939375
240.04641635844354,1828.83609375
240.30999802010837,1802.2125
240.57356564783692,1861.60359375
240.8371192389217,1785.82875
241.1006587906553,1886.17921875
241.36418430033018,1683.4303125
241.62769576523888,1892.323125
241.89119318267387,1865.69953125
242.15467654992779,1820.64421875
242.41814586429297,2013.15328125
242.68160112306208,1855.4596875
242.9450423235276,1863.6515625
243.208469462982,1783.78078125
243.4718825387179,1986.5296875
243.73528154802773,1781.7328125
243.998666488204,1656.80671875
244.26203735653928,1953.7621875
244.52539415032606,1826.788125
244.78873686685688,1742.82140625
245.05206550342422,1824.74015625
245.3153800573206,1869.79546875
245.57868052583856,1828.83609375
245.8419669062706,1779.68484375
246.1052391959093,1920.9946875
246.36849739204712,1834.98
246.63174149197656,1796.06859375
246.89497149299018,1834.98
247.15818739238048,1822.6921875
247.42138918743998,1804.26046875
247.68457687546118,1908.706875
247.94775045373663,1765.3490625
248.21090991955884,1847.2678125
248.4740552702203,1888.2271875
248.73718650301356,1751.01328125
249.00030361523113,1906.65890625
249.26340660416548,1869.79546875
249.5264954671092,1871.8434375
249.7895702013548,1869.79546875
250.0526308041947,1802.2125
250.31567727292156,1961.9540625
250.5787096048278,1804.26046875
250.84172779720598,1892.323125
251.1047318473486,1798.1165625
251.36772175254816,1703.91
251.63069751009724,1859.555625
251.89365911728828,1855.4596875
252.15660657141387,1837.02796875
252.41953986976648,1826.788125
252.68245900963862,1964.00203125
252.94536398832287,1771.49296875
253.20825480311166,1810.404375
253.4711314512976,2035.6809375
253.73399393017306,1763.30109375
253.99684223703076,1791.97265625
254.25967636916306,1916.89875
254.52249632386258,1810.404375
254.78530209842177,1820.64421875
255.04809369013316,1857.50765625
255.31087109628928,1804.26046875
255.57363431418267,1738.72546875
255.8363833411058,1855.4596875
256.0991181743512,1779.68484375
256.3618388112114,1775.58890625
256.6245452489789,1773.5409375
256.8872374849463,1968.09796875
257.149915516406,1818.59625
257.4125793406505,1771.49296875
257.67522895497245,1755.10921875
257.93786435666436,1732.5815625
258.2004855430186,1785.82875
258.46309251132783,1843.171875
258.7256852588844,1679.334375
258.98826378298105,1888.2271875
259.25082808091014,1761.253125
259.51337814996435,1732.5815625
259.7759139874359,1812.45234375
260.03843559061767,1808.35640625
260.30094295680186,1763.30109375
260.56343608328126,1787.87671875
260.8259149673481,1804.26046875
261.08837960629523,1914.85078125
261.35082999741485,1867.7475
261.61326613799963,1945.5703125
261.87568802534213,1873.89140625
262.1380956567348,1861.60359375
262.4004890294702,1660.90265625
262.66286814084077,1943.52234375
262.9252329881391,1755.10921875
263.18758356865766,1843.171875
263.449919879689,1812.45234375
263.71224191852565,1955.81015625
263.97454968246007,2111.45578125
264.23684316878484,1824.74015625
264.4991223747924,1804.26046875
264.7613872977754,1933.2825
265.0236379350262,1804.26046875
265.2858742838375,1841.12390625
265.5480963415016,1910.75484375
265.81030410531116,1710.05390625
266.0724975725587,1939.42640625
266.3346767405367,1818.59625
266.5968416065376,1890.27515625
266.8589921678541,1839.0759375
267.12112842177856,1748.9653125
267.3832503656036,1816.54828125
267.6453579966217,1853.41171875
267.90745131212526,1753.06125
268.16953030940704,1955.81015625
268.4315949857593,1884.13125
268.6936453384748,1765.3490625
268.9556813648459,1837.02796875
269.2177030621651,1796.06859375
269.479710427725,1834.98
269.7417034588181,1681.38234375
270.003682152737,1824.74015625
270.26564650677403,1890.27515625
270.5275965182218,1916.89875
270.7895321843729,1787.87671875
271.05145350251973,1865.69953125
271.3133604699549,1853.41171875
271.57525308397084,1669.09453125
271.83713134186013,1675.2384375
272.09899524091526,1736.6775
272.3608447784288,1933.2825
272.6226799516932,1968.09796875
272.88450075800097,1861.60359375
273.1463071946447,1855.4596875
273.4080992589169,1890.27515625
273.66987694810996,1834.98
273.9316402595166,1695.718125
