Longitud de onda (nm),Intensidad
194.50391,1368.043125
194.76986521677784,1384.426875
195.0358068653064,1396.7146875
195.30173494287823,1884.13125
195.5676494467858,1832.93203125
195.83355037432162,1783.78078125
196.09943772277825,1908.706875
196.36531148944815,1843.171875
196.63117167162386,1910.75484375
196.89701826659797,1630.183125
197.1628512716629,1869.79546875
197.42867068411124,2027.4890625
197.69447650123544,1859.555625
197.9602687203281,1787.87671875
198.22604733868164,1757.1571875
198.49181235358864,1857.50765625
198.7575637623416,1898.46703125
199.02330156223303,1728.485625
199.28902575055548,1843.171875
199.55473632460144,1849.31578125
199.8204332816634,2000.86546875
200.086116619034,1699.8140625
200.3517863340056,1771.49296875
200.6174424238708,1783.78078125
200.88308488592207,1851.36375
201.148713717452,1830.8840625
201.4143289157531,1746.91734375
201.67993047811783,1882.08328125
201.9455184018387,1890.27515625
202.2110926842083,1761.253125
202.4766533225191,1781.7328125
202.74220031406364,1826.788125
203.0077336561344,1857.50765625
203.27325334602395,1767.39703125
203.53875938102473,1738.72546875
203.8042517584294,1826.788125
204.0697304755303,1808.35640625
204.33519552962008,1804.26046875
204.60064691799116,1851.36375
204.86608463793613,1843.171875
205.1315086867475,1738.72546875
205.3969190617178,1755.10921875
205.66231576013945,1939.42640625
205.92769877930508,1730.53359375
206.19306811650716,1959.90609375
206.45842376903823,1839.0759375
206.72376573419078,1912.8028125
206.98909400925734,1775.58890625
207.25440859153042,1845.21984375
207.51970947830253,1804.26046875
207.78499666686625,1834.98
208.050270154514,1769.445
208.31552993853836,1916.89875
208.58077601623185,1939.42640625
208.84600838488697,1980.38578125
209.1112270417962,1906.65890625
209.37643198425212,1865.69953125
209.64162320954725,1912.8028125
209.90680071497405,1896.4190625
210.1719644978251,1761.253125
210.43711455539287,1886.17921875
210.70225088496989,1910.75484375
210.9673734838487,1824.74015625
211.2324823493218,1720.29375
211.49757747868168,1888.2271875
211.7626588692209,1845.21984375
212.02772651823196,1902.56296875
212.29278042300737,1777.636875
212.5578205808397,1888.2271875
212.82284698902137,1810.404375
213.08785964484494,1746.91734375
213.352858545603,1869.79546875
213.617843688588,1806.3084375
213.88281507109247,1794.020625
214.14777269040889,1822.6921875
214.41271654382984,1951.71421875
214.6776466286478,1822.6921875
214.94256294215526,1761.253125
215.20746548164482,1863.6515625
215.47235424440893,1845.21984375
215.73722922774016,1800.16453125
216.00209042893098,1775.58890625
216.2669378452739,1894.37109375
216.5317714740615,1910.75484375
216.79659131258623,1812.45234375
