Longitud de onda (nm),Intensidad
194.50391,1472.48953125
194.76986521677784,1357.80328125
195.0358068653064,1368.043125
195.30173494287823,1980.38578125
195.5676494467858,1912.8028125
195.83355037432162,1843.171875
196.09943772277825,1837.02796875
196.36531148944815,1933.2825
196.63117167162386,1900.515
196.89701826659797,1738.72546875
197.1628512716629,1816.54828125
197.42867068411124,2101.2159375
197.69447650123544,1873.89140625
197.9602687203281,1783.78078125
198.22604733868164,1689.57421875
198.49181235358864,1849.31578125
198.7575637623416,1980.38578125
199.02330156223303,1667.0465625
199.28902575055548,1742.82140625
199.55473632460144,1789.9246875
199.8204332816634,1968.09796875
200.086116619034,1783.78078125
200.3517863340056,1877.98734375
200.6174424238708,1767.39703125
200.88308488592207,1847.2678125
201.148713717452,1830.8840625
201.4143289157531,1744.869375
201.67993047811783,1886.17921875
201.9455184018387,1982.43375
202.2110926842083,1802.2125
202.4766533225191,1761.253125
202.74220031406364,1794.020625
203.0077336561344,1880.0353125
203.27325334602395,1781.7328125
203.53875938102473,1802.2125
203.8042517584294,1877.98734375
204.0697304755303,1841.12390625
204.33519552962008,1822.6921875
204.60064691799116,1886.17921875
204.86608463793613,1738.72546875
205.1315086867475,1769.445
205.3969190617178,1777.636875
205.66231576013945,1945.5703125
205.92769877930508,1781.7328125
206.19306811650716,1892.323125
206.45842376903823,1798.1165625
206.72376573419078,1832.93203125
206.98909400925734,1865.69953125
207.25440859153042,1814.5003125
207.51970947830253,1785.82875
207.78499666686625,1785.82875
208.050270154514,1763.30109375
208.31552993853836,1974.241875
208.58077601623185,1961.9540625
208.84600838488697,1880.0353125
209.1112270417962,1882.08328125
209.37643198425212,1875.939375
209.64162320954725,1990.625625
209.90680071497405,1734.62953125
210.1719644978251,1789.9246875
210.43711455539287,1871.8434375
210.70225088496989,1916.89875
210.9673734838487,1796.06859375
211.2324823493218,1816.54828125
211.49757747868168,1906.65890625
211.7626588692209,1787.87671875
212.02772651823196,1968.09796875
212.29278042300737,1802.2125
212.5578205808397,1906.65890625
212.82284698902137,1771.49296875
213.08785964484494,1705.95796875
213.352858545603,1914.85078125
213.617843688588,1769.445
213.88281507109247,1736.6775
214.14777269040889,1851.36375
214.41271654382984,1964.00203125
214.6776466286478,1849.31578125
214.94256294215526,1855.4596875
215.20746548164482,1923.04265625
215.47235424440893,1857.50765625
215.73722922774016,1757.1571875
216.00209042893098,1732.5815625
216.2669378452739,1890.27515625
216.5317714740615,1859.555625
216.79659131258623,1810.404375
217.06139735814062,1837.02796875
217.32618960801724,1851.36375
217.59096805950855,1806.3084375
217.85573270990707,1822.6921875
218.1204835565054,1847.2678125
218.38522059659596,1857.50765625
218.6499438274713,1773.5409375
218.91465324642394,1935.33046875
219.1793488507464,1769.445
219.4440306377312,1822.6921875
219.70869860467084,1847.2678125
219.97335274885788,1968.09796875
220.23799306758477,1779.68484375
220.5026195581441,1789.9246875
