Longitud de onda (nm),Intensidad
194.50391,1523.68875
194.76986521677784,1396.7146875
195.0358068653064,1390.57078125
195.30173494287823,1857.50765625
195.5676494467858,1902.56296875
195.83355037432162,1923.04265625
196.09943772277825,1867.7475
196.36531148944815,1900.515
196.63117167162386,1882.08328125
196.89701826659797,1669.09453125
197.1628512716629,1894.37109375
197.42867068411124,1986.5296875
197.69447650123544,1853.41171875
197.9602687203281,1847.2678125
198.22604733868164,1791.97265625
198.49181235358864,1824.74015625
198.7575637623416,1910.75484375
199.02330156223303,1732.5815625
199.28902575055548,1781.7328125
199.55473632460144,1751.01328125
199.8204332816634,1894.37109375
200.086116619034,1773.5409375
200.3517863340056,1746.91734375
200.6174424238708,1822.6921875
200.88308488592207,1886.17921875
201.148713717452,1783.78078125
201.4143289157531,1701.86203125
201.67993047811783,1863.6515625
201.9455184018387,1910.75484375
202.2110926842083,1791.97265625
202.4766533225191,1775.58890625
202.74220031406364,1783.78078125
203.0077336561344,1814.5003125
203.27325334602395,1869.79546875
203.53875938102473,1781.7328125
203.8042517584294,1894.37109375
204.0697304755303,1896.4190625
204.33519552962008,1777.636875
204.60064691799116,1841.12390625
204.86608463793613,1742.82140625
205.1315086867475,1720.29375
205.3969190617178,1820.64421875
205.66231576013945,1966.05
205.92769877930508,1744.869375
206.19306811650716,1818.59625
206.45842376903823,1810.404375
206.72376573419078,1859.555625
206.98909400925734,1832.93203125
207.25440859153042,1808.35640625
207.51970947830253,1814.5003125
207.78499666686625,1777.636875
208.050270154514,1755.10921875
208.31552993853836,1871.8434375
208.58077601623185,1955.81015625
208.84600838488697,1918.94671875
209.1112270417962,1798.1165625
209.37643198425212,1843.171875
209.64162320954725,1845.21984375
209.90680071497405,1871.8434375
210.1719644978251,1820.64421875
210.43711455539287,1896.4190625
210.70225088496989,1908.706875
210.9673734838487,1816.54828125
211.2324823493218,1810.404375
211.49757747868168,1882.08328125
211.7626588692209,1759.20515625
212.02772651823196,1775.58890625
212.29278042300737,1796.06859375
212.5578205808397,1822.6921875
212.82284698902137,1794.020625
213.08785964484494,1804.26046875
213.352858545603,1867.7475
213.617843688588,1800.16453125
213.88281507109247,1785.82875
214.14777269040889,1828.83609375
214.41271654382984,1986.5296875
214.6776466286478,1867.7475
214.94256294215526,1787.87671875
215.20746548164482,1843.171875
215.47235424440893,1822.6921875
215.73722922774016,1761.253125
216.00209042893098,1927.13859375
216.2669378452739,1804.26046875
216.5317714740615,1822.6921875
216.79659131258623,1841.12390625
217.06139735814062,1810.404375
217.32618960801724,1730.53359375
217.59096805950855,1804.26046875
217.85573270990707,1660.90265625
218.1204835565054,1882.08328125
218.38522059659596,1908.706875
218.6499438274713,1650.6628125
218.91465324642394,2025.44109375
219.1793488507464,1839.0759375
219.4440306377312,1839.0759375
219.70869860467084,1855.4596875
219.97335274885788,1935.33046875
220.23799306758477,1773.5409375
220.5026195581441,1759.20515625
220.76723221782834,1814.5003125
221.03183104392997,1927.13859375
221.2964160337416,1779.68484375
221.56098718455573,1853.41171875
221.8255444936648,1742.82140625
222.09008795836144,1830.8840625
222.35461757593808,1892.323125
222.61913334368725,1802.2125
222.8836352589015,1880.0353125
223.14812331887336,1812.45234375
223.41259752089528,1886.17921875
223.6770578622598,1802.2125
223.9415043402595,1828.83609375
224.20593695218685,1794.020625
224.47035569533432,1824.74015625
224.73476056699454,1882.08328125
224.9991515644599,1656.80671875
225.26352868502303,1716.1978125
225.5278919259764,1961.9540625
225.79224128461246,1798.1165625
226.05657675822385,1820.64421875
226.32089834410303,1937.3784375
226.5852060395425,1771.49296875
226.84949984183484,1970.1459375
227.1137797482725,1908.706875
227.378045756148,1910.75484375
227.6422978627539,1705.95796875
227.9065360653827,1929.1865625
228.17076036132693,1886.17921875
228.43497074787905,1949.66625
228.69916722233165,1830.8840625
