Longitud de onda (nm),Intensidad
194.50391,1406.95453125
194.76986521677784,1368.043125
195.0358068653064,1490.92125
195.30173494287823,1875.939375
195.5676494467858,1865.69953125
195.83355037432162,1853.41171875
196.09943772277825,1882.08328125
196.36531148944815,1865.69953125
196.63117167162386,1814.5003125
196.89701826659797,1755.10921875
197.1628512716629,1947.61828125
197.42867068411124,2017.24921875
197.69447650123544,1767.39703125
197.9602687203281,1927.13859375
198.22604733868164,1716.1978125
198.49181235358864,1839.0759375
198.7575637623416,1869.79546875
199.02330156223303,1712.101875
199.28902575055548,1800.16453125
199.55473632460144,1914.85078125
199.8204332816634,1886.17921875
200.086116619034,1732.5815625
200.3517863340056,1759.20515625
200.6174424238708,1839.0759375
200.88308488592207,1855.4596875
201.148713717452,1759.20515625
201.4143289157531,1628.13515625
201.67993047811783,1869.79546875
201.9455184018387,1931.23453125
202.2110926842083,1779.68484375
202.4766533225191,1775.58890625
202.74220031406364,1855.4596875
203.0077336561344,1740.7734375
203.27325334602395,1751.01328125
203.53875938102473,1730.53359375
203.8042517584294,1832.93203125
204.0697304755303,1802.2125
204.33519552962008,1787.87671875
204.60064691799116,1742.82140625
204.86608463793613,1763.30109375
205.1315086867475,1728.485625
205.3969190617178,1748.9653125
205.66231576013945,1951.71421875
205.92769877930508,1777.636875
206.19306811650716,1951.71421875
206.45842376903823,1871.8434375
206.72376573419078,1810.404375
206.98909400925734,1892.323125
207.25440859153042,1818.59625
207.51970947830253,1748.9653125
207.78499666686625,1820.64421875
208.050270154514,1757.1571875
208.31552993853836,1982.43375
208.58077601623185,1920.9946875
208.84600838488697,1982.43375
209.1112270417962,1947.61828125
209.37643198425212,1880.0353125
209.64162320954725,1828.83609375
209.90680071497405,1947.61828125
210.1719644978251,1886.17921875
210.43711455539287,1888.2271875
210.70225088496989,1943.52234375
210.9673734838487,1818.59625
211.2324823493218,1785.82875
211.49757747868168,1867.7475
211.7626588692209,1771.49296875
212.02772651823196,1839.0759375
212.29278042300737,1777.636875
212.5578205808397,1830.8840625
212.82284698902137,1748.9653125
213.08785964484494,1806.3084375
213.352858545603,1781.7328125
213.617843688588,1822.6921875
213.88281507109247,1832.93203125
214.14777269040889,1798.1165625
214.41271654382984,1929.1865625
214.6776466286478,1834.98
214.94256294215526,1814.5003125
215.20746548164482,1908.706875
215.47235424440893,1820.64421875
215.73722922774016,1751.01328125
216.00209042893098,1771.49296875
216.2669378452739,1828.83609375
216.5317714740615,1894.37109375
216.79659131258623,1857.50765625
217.06139735814062,1804.26046875
217.32618960801724,1759.20515625
217.59096805950855,1847.2678125
217.85573270990707,1828.83609375
218.1204835565054,1828.83609375
218.38522059659596,1849.31578125
218.6499438274713,1710.05390625
218.91465324642394,1943.52234375
219.1793488507464,1800.16453125
219.4440306377312,1765.3490625
219.70869860467084,1884.13125
219.97335274885788,1972.19390625
220.23799306758477,1763.30109375
220.5026195581441,1810.404375
220.76723221782834,1771.49296875
221.03183104392997,1857.50765625
221.2964160337416,1898.46703125
221.56098718455573,1861.60359375
221.8255444936648,1761.253125
222.09008795836144,1837.02796875
222.35461757593808,1882.08328125
222.61913334368725,1820.64421875
222.8836352589015,1884.13125
223.14812331887336,1814.5003125
223.41259752089528,1830.8840625
223.6770578622598,1867.7475
223.9415043402595,1851.36375
224.20593695218685,1892.323125
224.47035569533432,1777.636875
224.73476056699454,1843.171875
224.9991515644599,1716.1978125
225.26352868502303,1855.4596875
225.5278919259764,1955.81015625
225.79224128461246,1787.87671875
226.05657675822385,1796.06859375
226.32089834410303,1751.01328125
226.5852060395425,1824.74015625
226.84949984183484,1955.81015625
227.1137797482725,1961.9540625
227.378045756148,1916.89875
227.6422978627539,1738.72546875
227.9065360653827,1894.37109375
228.17076036132693,1951.71421875
228.43497074787905,1953.7621875
228.69916722233165,1787.87671875
228.9633497819772,1880.0353125
229.2275184241082,1759.20515625
229.4916731460173,1738.72546875
229.75581394499685,1927.13859375
230.01994081833948,1785.82875
230.28405376333765,1828.83609375
230.54815277728386,1933.2825
230.8122378574707,1722.34171875
231.07630900119065,1779.68484375
231.3403662057362,1822.6921875
231.60440946839992,1806.3084375
231.86843878647426,1720.29375
232.13245415725183,1898.46703125
232.39645557802507,1816.54828125
232.66044304608653,1861.60359375
232.92441655872872,1775.58890625
233.18837611324415,1861.60359375
233.45232170692535,1849.31578125
233.71625333706484,1730.53359375
233.98017100095512,1861.60359375
234.24407469588874,1734.62953125
234.50796441915818,1771.49296875
234.77184016805597,1839.0759375
235.03570193987463,1753.06125
235.29954973190672,1929.1865625
235.5633835414447,1933.2825
235.8272033657811,1794.020625
236.09100920220843,1720.29375
236.35480104801923,1882.08328125
236.61857890050598,1701.86203125
236.88234275696126,1751.01328125
237.14609261467754,1849.31578125
237.40982847094736,1818.59625
237.67355032306324,1691.6221875
237.93725816831764,1873.89140625
238.20095200400314,1834.98
238.46463182741226,1802.2125
238.7282976358375,1777.636875
238.99194942657138,1767.39703125
239.2555871969064,1751.01328125
239.5192109441351,1845.21984375
239.78282066554993,1857.50765625
240.04641635844354,1751.01328125
240.30999802010837,1759.20515625
240.57356564783692,1859.555625
240.8371192389217,1818.59625
241.1006587906553,1845.21984375
241.36418430033018,1722.34171875
241.62769576523888,1812.45234375
241.89119318267387,1849.31578125
242.15467654992779,1888.2271875
242.41814586429297,2045.92078125
242.68160112306208,1867.7475
242.9450423235276,1851.36375
243.208469462982,1847.2678125
243.4718825387179,1882.08328125
243.73528154802773,1873.89140625
243.998666488204,1650.6628125
244.26203735653928,1994.7215625
244.52539415032606,1914.85078125
244.78873686685688,1691.6221875
245.05206550342422,1794.020625
245.3153800573206,1961.9540625
245.57868052583856,1769.445
245.8419669062706,1771.49296875
246.1052391959093,1814.5003125
246.36849739204712,1914.85078125
246.63174149197656,1816.54828125
246.89497149299018,1822.6921875
247.15818739238048,1800.16453125
247.42138918743998,1783.78078125
247.68457687546118,1916.89875
247.94775045373663,1877.98734375
248.21090991955884,1916.89875
248.4740552702203,1937.3784375
248.73718650301356,1927.13859375
249.00030361523113,1869.79546875
249.26340660416548,1843.171875
249.5264954671092,1812.45234375
249.7895702013548,1957.858125
250.0526308041947,1765.3490625
250.31567727292156,1982.43375
250.5787096048278,1855.4596875
250.84172779720598,1925.090625
251.1047318473486,1794.020625
251.36772175254816,1662.950625
251.63069751009724,1875.939375
251.89365911728828,1814.5003125
252.15660657141387,1732.5815625
252.41953986976648,1855.4596875
252.68245900963862,1978.3378125
252.94536398832287,1748.9653125
253.20825480311166,1783.78078125
253.4711314512976,1972.19390625
253.73399393017306,1746.91734375
253.99684223703076,1837.02796875
254.25967636916306,1939.42640625
254.52249632386258,1847.2678125
254.78530209842177,1746.91734375
255.04809369013316,1918.94671875
255.31087109628928,1789.9246875
255.57363431418267,1851.36375
255.8363833411058,1828.83609375
256.0991181743512,1705.95796875
256.3618388112114,1765.3490625
256.6245452489789,1787.87671875
256.8872374849463,1882.08328125
257.149915516406,1789.9246875
257.4125793406505,1728.485625
257.67522895497245,1929.1865625
257.93786435666436,1806.3084375
258.2004855430186,1841.12390625
258.46309251132783,1849.31578125
258.7256852588844,1765.3490625
258.98826378298105,1869.79546875
259.25082808091014,1798.1165625
259.51337814996435,1742.82140625
259.7759139874359,1904.6109375
260.03843559061767,1912.8028125
